emp_no,first_name,last_name,title,from_date,to_date
223547,Gaetan,Heijenga,Engineer,1985-03-13,1994-03-13
223550,Seongbae,McFarlan,Senior Staff,1992-07-26,9999-01-01
223572,Tze,Clemencon,Senior Staff,1997-08-10,9999-01-01
223581,Luise,Skrikant,Senior Staff,1993-02-25,9999-01-01
223605,Khue,Iivonen,Assistant Engineer,1999-06-29,9999-01-01
223615,Kousuke,Conde,Staff,1995-07-08,1999-02-15
223635,Toshimori,Gecsel,Engineer,1990-12-10,1997-12-10
223655,Neelam,Butner,Senior Engineer,1997-01-07,2000-05-09
223670,Erez,Chinin,Engineer,1994-07-13,2000-07-12
223675,Dulce,Zedlitz,Technique Leader,1985-06-05,1986-09-07
223683,Bokyung,Rebaine,Engineer,1997-05-28,9999-01-01
223732,Bowen,Perng,Senior Staff,1988-03-13,9999-01-01
223742,Arlette,Salvesen,Technique Leader,1998-12-17,9999-01-01
223775,Juyoung,Ranta,Staff,1991-03-06,1997-07-22
223809,Mahendra,Wuwongse,Senior Staff,2001-10-03,9999-01-01
223823,Nishit,Beznosov,Engineer,1990-04-18,1995-04-18
223869,Udaiprakash,Woycyznski,Senior Engineer,1994-02-28,9999-01-01
223870,Youssef,Kobara,Engineer,1997-03-19,9999-01-01
223877,Martine,Gomatam,Senior Staff,1998-12-29,9999-01-01
223881,Padma,Junot,Senior Staff,1999-02-05,9999-01-01
223928,Arlette,Roisin,Senior Staff,2000-12-08,9999-01-01
223937,Heekeun,Schoegge,Senior Engineer,1999-10-16,9999-01-01
223970,Marjo,Jansen,Assistant Engineer,1985-06-10,1993-06-10
223971,Mikhail,Bisiani,Engineer,1999-07-21,9999-01-01
223972,Phillip,Peng,Senior Staff,1994-10-18,9999-01-01
223977,Greger,Rossi,Senior Staff,1996-10-05,9999-01-01
223981,Christoph,Cheshire,Senior Staff,1993-02-23,9999-01-01
223987,Wayne,Lorch,Engineer,1986-06-26,1993-06-26
224000,Christfried,Kowalchuk,Staff,1997-01-05,1997-04-13
224010,Sigeru,Dayana,Senior Staff,1999-05-05,1999-06-05
224030,Atreyi,Sommen,Senior Staff,1993-02-22,9999-01-01
224044,Ingemar,Mitchem,Engineer,1985-10-27,1993-10-27
224046,Fusako,Herber,Assistant Engineer,1988-04-06,1994-04-06
224062,Boutros,Makinen,Senior Staff,1996-09-14,9999-01-01
224070,Chrisa,Krzyzanowski,Senior Staff,1992-04-04,9999-01-01
224072,Sven,Zykh,Assistant Engineer,1990-10-28,1996-10-27
224080,Gennady,Encarnacion,Senior Staff,2002-03-15,9999-01-01
224099,Siddarth,Isard,Senior Staff,1996-07-24,9999-01-01
224102,Lokesh,Hoogerwoord,Senior Staff,2001-03-08,9999-01-01
224113,Tsuneo,Plesums,Engineer,1993-05-03,2001-05-03
224121,Halsur,Lunt,Senior Staff,1998-05-09,9999-01-01
224153,Alain,Karlin,Staff,1995-09-24,2001-12-31
224171,Chaitali,Ramamoorthy,Senior Staff,1993-05-25,9999-01-01
224172,Fei,Vingron,Senior Staff,1996-01-15,9999-01-01
224180,Goncalo,Hartvigsen,Senior Staff,1993-08-23,9999-01-01
224181,Sadun,Zongker,Engineer,1985-08-15,1992-08-15
224199,Ohad,Staudhammer,Assistant Engineer,1989-05-10,1994-05-10
224224,Heather,Zweizig,Engineer,1989-10-01,1994-10-01
224249,Herb,Setia,Engineer,1993-08-03,1998-08-03
224260,Bedir,Bratten,Assistant Engineer,1994-05-27,1999-05-27
224286,Kiyotoshi,Zongker,Engineer,1991-08-23,1993-03-17
224294,Shmuel,Tyugu,Senior Staff,1986-10-02,9999-01-01
224305,Jaideep,Baer,Staff,1999-01-09,1999-03-27
224321,Shooichi,Ritcey,Engineer,1986-07-29,1995-07-29
224352,Adin,Talmor,Staff,1992-07-06,1995-07-04
224364,Jouko,Nitto,Senior Staff,1990-09-07,1996-02-17
224384,Mamdouh,Gunderson,Senior Engineer,1991-03-24,1999-12-08
224385,Susanna,Kilgour,Senior Engineer,1991-04-10,9999-01-01
224394,Isaac,Sanella,Senior Staff,1993-09-09,1994-08-05
224414,Stepehn,Papsdorf,Engineer,1996-05-09,9999-01-01
224456,Kwok,Stasinski,Senior Staff,1996-07-07,9999-01-01
224472,Marla,Birta,Assistant Engineer,1996-01-20,9999-01-01
224480,Martien,Petersohn,Engineer,1990-04-20,1997-04-20
224505,Shuji,Stanger,Senior Staff,1993-11-25,9999-01-01
224520,Honesty,Dehkordi,Staff,1991-02-13,1994-05-16
224576,Dung,Rahier,Senior Staff,1996-07-11,9999-01-01
224595,Menkae,Langford,Senior Engineer,1986-02-19,9999-01-01
224597,Dipayan,Genther,Senior Staff,1985-09-07,9999-01-01
224612,Marsha,Munck,Senior Staff,1994-06-08,9999-01-01
224613,Alassane,Fontan,Staff,1997-02-11,2002-04-10
224630,Bowen,Shobatake,Engineer,1994-07-26,1999-07-26
224647,Kristinn,Onuegbe,Engineer,1999-05-31,2002-03-05
224665,Lobel,Castellani,Senior Staff,1997-06-28,9999-01-01
224699,Charlene,Ponthieu,Engineer,1987-09-10,1995-09-10
224737,Yurij,Shokrollahi,Engineer,1996-11-21,1997-08-16
224738,Charlene,Rodier,Engineer,1998-12-04,9999-01-01
224755,Xumin,Heping,Engineer,1989-07-17,1997-07-17
224756,Jiafu,Chepyzhov,Senior Staff,1996-10-09,9999-01-01
224772,Taiji,Hitomi,Senior Engineer,1995-04-02,2000-06-11
224792,Tomofumi,Strehl,Staff,1999-02-27,9999-01-01
224810,Muneo,Cappello,Staff,1998-11-07,9999-01-01
224831,Arunas,Ermel,Senior Staff,1997-12-14,9999-01-01
224837,Yahiko,Ambroszkiewicz,Assistant Engineer,1986-12-15,1991-12-15
224839,Patricio,Luke,Technique Leader,1996-10-14,1997-12-11
224843,Janalee,Openshaw,Senior Staff,1995-06-06,9999-01-01
224847,Mahendra,Muniz,Engineer,1991-07-21,1996-07-20
224850,Edwin,Wroclawski,Senior Staff,1997-02-10,9999-01-01
224907,Holgard,Matzke,Senior Staff,1992-05-07,9999-01-01
224914,Maria,Luft,Engineer,1989-08-16,1996-08-16
224917,Danae,Pollock,Engineer,1988-11-24,1997-11-24
224919,Tesuya,Anido,Staff,1997-05-16,1997-06-25
224923,Berry,Peek,Engineer,1991-02-11,2000-02-11
224924,Tua,Masand,Engineer,1990-09-15,1996-09-14
224932,Zhiguo,Rodier,Engineer,1991-11-07,1996-11-06
224937,Demin,Solovay,Senior Engineer,1992-11-27,9999-01-01
224942,Dayanand,Swab,Engineer,1995-12-13,9999-01-01
224951,Susanna,Hartvigsen,Engineer,1990-05-26,1997-05-26
224973,Steve,Gire,Assistant Engineer,1988-01-19,1996-01-19
224981,Jenwei,Tiemann,Senior Staff,1993-04-18,9999-01-01
224986,Jiafu,Luft,Senior Engineer,1992-09-16,9999-01-01
224988,Claude,Steinauer,Assistant Engineer,1988-10-22,1997-10-22
224995,Chikara,Kadhim,Engineer,1985-03-05,1990-03-05
225001,Shigeo,Munck,Staff,1997-09-21,9999-01-01
225003,Oscar,Ulupinar,Assistant Engineer,1997-08-05,9999-01-01
225026,Hatem,Montemayor,Technique Leader,1999-09-21,9999-01-01
225030,Leszek,Spell,Staff,1998-08-06,9999-01-01
225033,Naraig,Camurati,Engineer,1990-12-14,1995-12-14
225038,Hilary,Borstler,Engineer,1996-09-18,2001-09-18
225041,Phuoc,Hennings,Staff,1995-04-09,1996-08-20
225059,Tuval,Vernadat,Engineer,1988-12-11,1995-12-12
225087,Ashish,Argence,Engineer,1999-01-18,9999-01-01
225088,Yinghua,Junet,Senior Staff,1997-01-14,2001-02-10
225105,Palash,Hempstead,Senior Staff,1999-05-29,9999-01-01
225108,Gil,Shumilov,Staff,1997-06-22,9999-01-01
225109,Toshimitsu,Silva,Staff,1993-11-01,9999-01-01
225123,Makato,Gide,Technique Leader,1986-01-14,9999-01-01
225158,Siddarth,Shrader,Assistant Engineer,1987-01-04,1995-01-04
225170,Kersti,Waschkowski,Engineer,1987-04-24,1994-04-24
225206,Berhard,Eastman,Senior Engineer,1989-08-28,9999-01-01
225230,Berthier,Montresor,Engineer,1986-04-15,1995-04-15
225249,Tadahiro,Chimia,Engineer,1995-11-27,1998-04-02
225272,Ramzi,Remmele,Senior Engineer,1999-02-16,9999-01-01
225277,Hercules,Harbusch,Assistant Engineer,1998-05-12,9999-01-01
225283,Toshimori,Simmen,Senior Staff,1999-10-13,9999-01-01
225291,Arco,Dusink,Engineer,1990-05-03,1999-05-03
225306,Wonhee,Pagter,Senior Staff,1991-07-02,9999-01-01
225315,Piyawadee,Choobineh,Assistant Engineer,1995-03-26,2001-03-25
225347,Manohar,Christianini,Engineer,1998-02-04,9999-01-01
225349,Panayotis,Mahmud,Engineer,1990-08-27,1995-08-27
225387,Shem,Braunschweig,Engineer,1993-06-24,2002-06-24
225390,Mechthild,Middleton,Senior Staff,1999-12-18,9999-01-01
225426,Zhenbing,Ibel,Senior Staff,1991-10-15,9999-01-01
225444,Masanao,Vural,Technique Leader,1995-08-06,9999-01-01
225450,Jiann,Famili,Engineer,1985-07-27,1990-07-27
225453,Huan,Rothenberg,Engineer,2000-01-20,9999-01-01
225459,Jungsoon,Vickson,Senior Engineer,1999-12-11,9999-01-01
225464,Tetsurou,Vieth,Assistant Engineer,1996-04-27,2001-04-27
225465,Sanjiv,Zeidenstein,Engineer,1994-08-27,1998-10-07
225468,Vasilii,Munawer,Senior Staff,1987-03-04,9999-01-01
225480,Sorina,Gimarc,Senior Staff,1999-02-24,9999-01-01
225503,Kayoko,Kropf,Senior Engineer,1995-07-11,9999-01-01
225505,Duke,Avouris,Engineer,1998-06-25,9999-01-01
225587,Chenyi,Orlowska,Senior Staff,1997-12-25,9999-01-01
225616,Doohun,Rosen,Assistant Engineer,1996-08-21,1997-09-15
225636,Magy,Krybus,Engineer,1994-06-18,1995-01-03
225655,Geoff,Pelz,Senior Staff,1994-10-22,9999-01-01
225670,Michaela,Kinley,Engineer,1989-05-22,1994-05-22
225713,Jinxi,Maierhofer,Engineer,1986-02-25,1994-02-25
225718,Xiadong,Etalle,Engineer,1993-03-03,2001-03-03
225719,Kolar,Himler,Assistant Engineer,1986-08-18,1992-08-17
225724,Serge,Bauknecht,Engineer,1994-05-26,2002-05-26
225798,Mostafa,Angot,Staff,1999-09-08,9999-01-01
225811,Takushi,Zallocco,Engineer,1991-05-07,1999-05-07
225820,Yefim,Rosis,Senior Staff,2000-09-21,9999-01-01
225829,Takahito,Peak,Engineer,1997-03-25,9999-01-01
225842,Bowen,Schmezko,Engineer,1986-05-30,1990-01-04
225860,Mart,Syang,Senior Staff,1994-04-20,1997-02-20
225870,Shunichi,Peek,Senior Engineer,1987-10-13,1989-06-06
225871,Ronghao,Kavraki,Senior Staff,1995-10-29,9999-01-01
225902,Ayonca,Schusler,Staff,1999-04-13,9999-01-01
225905,Shih,Passino,Senior Staff,1994-02-04,1997-03-14
225909,Eldridge,Thisen,Senior Staff,1996-01-26,1999-01-27
225928,Kasturi,Huxford,Senior Staff,1995-02-26,9999-01-01
225952,Venkatesan,Serre,Senior Staff,1996-02-18,9999-01-01
225967,Arne,Legleitner,Engineer,1988-11-17,1991-01-21
225978,Siddarth,Piazza,Senior Staff,1992-07-13,1997-07-02
226002,Kaijung,Gammage,Engineer,1988-12-01,1995-02-02
226007,Palash,Byoun,Technique Leader,1992-08-09,9999-01-01
226015,Nechama,Fasbender,Engineer,1990-06-10,1993-04-18
226017,Badri,Orlowski,Engineer,1987-12-20,1995-12-20
226024,Koldo,Cherinka,Staff,1993-07-25,1996-08-26
226041,Sachem,Kropp,Staff,1994-02-07,9999-01-01
226072,Mohammed,Baalen,Engineer,1995-06-02,1995-07-11
226095,Unal,Kalsbeek,Senior Staff,1997-08-22,9999-01-01
226096,Chuanyi,Melter,Senior Engineer,1997-04-19,9999-01-01
226112,Susanna,Gomatam,Senior Staff,1993-08-24,9999-01-01
226118,Haldon,Haraldson,Staff,1998-08-14,9999-01-01
226146,Shichao,Syrzycki,Engineer,1986-01-10,1995-01-10
226162,Jaroslava,Esteva,Engineer,1998-05-25,9999-01-01
226186,Sukumar,Jahnichen,Engineer,1999-08-24,9999-01-01
226204,Kotesh,Bach,Staff,1999-04-19,9999-01-01
226231,Heekeun,Raoux,Engineer,1985-09-10,1994-09-10
226234,Sanjit,Nishimukai,Engineer,1987-03-30,1995-03-30
226251,Hongzhu,Fargier,Engineer,1997-09-17,9999-01-01
226261,Pintsang,Binkley,Staff,1991-05-11,1995-11-12
226280,Toong,Horswill,Senior Staff,1997-06-16,9999-01-01
226281,Doowon,Kragelund,Engineer,1988-08-12,1996-08-12
226296,Jahangir,Pavlopoulou,Senior Staff,2002-03-08,9999-01-01
226299,Reuven,McDermid,Engineer,1987-02-16,1993-02-15
226313,Aiichiro,Christ,Senior Staff,2001-04-06,9999-01-01
226325,Leni,Avouris,Senior Staff,1990-10-02,9999-01-01
226358,Honglan,Ramsay,Senior Staff,2002-05-01,9999-01-01
226359,Chiranjit,Gihr,Staff,1998-04-27,9999-01-01
226365,Siddarth,Larfeldt,Senior Staff,1997-10-18,1998-12-24
226378,Mack,Brobst,Engineer,1996-12-07,9999-01-01
226380,Zhonghui,Wrigley,Engineer,1990-07-04,1999-07-04
226385,Xiaoshan,Broomell,Senior Engineer,1987-03-25,9999-01-01
226396,Naftaly,Picht,Engineer,1989-03-13,1997-03-13
226414,Chirstian,Wursthorn,Engineer,1992-02-20,1998-02-19
226431,Alassane,Budinsky,Engineer,1986-03-15,1995-03-15
226438,Subhada,Kambil,Senior Staff,1992-06-30,9999-01-01
226452,Patricio,Stellhorn,Engineer,1995-12-05,2000-12-04
226458,Lenore,Kruskal,Staff,1985-03-23,1989-01-30
226461,Katsuo,Acton,Senior Engineer,1992-06-22,9999-01-01
226463,Marc,Michaeli,Engineer,1993-01-22,2000-01-23
226474,Niclas,Lamma,Engineer,1998-01-27,2002-06-05
226486,Hinrich,Rotem,Senior Staff,2001-08-16,9999-01-01
226494,Sanjit,Kohling,Senior Engineer,1999-07-10,9999-01-01
226507,Ayakannu,Thimonier,Engineer,1991-01-14,1998-01-14
226515,Premal,Fandrianto,Assistant Engineer,1992-10-08,1999-10-09
226537,Chriss,Codenie,Engineer,1995-10-20,9999-01-01
226542,Masadi,Baer,Senior Engineer,1992-12-25,9999-01-01
226545,Chuanti,Cesareni,Technique Leader,1995-05-04,9999-01-01
226568,Deniz,Frezza,Senior Staff,2002-07-10,9999-01-01
226581,Baoqiu,Nannarelli,Engineer,1987-11-30,1995-11-30
226587,Serap,Mitina,Senior Staff,1999-08-01,9999-01-01
226589,Subhash,Jording,Engineer,1997-04-06,2002-03-12
226607,Qunsheng,Streng,Engineer,1996-04-30,2000-07-19
226609,Theirry,Famili,Assistant Engineer,1994-06-19,2001-06-19
226613,Hisao,Apsitis,Engineer,1991-01-27,1999-01-27
226624,Volkmar,Gurbaxani,Staff,1999-05-03,9999-01-01
226635,Arve,Kalloufi,Engineer,1995-03-18,9999-01-01
226643,Hauke,Marshall,Engineer,1988-07-16,1996-07-16
226654,Zengping,Rehfuss,Engineer,1993-01-22,1998-01-22
226667,Gennady,Oppitz,Staff,1999-01-21,9999-01-01
226670,Olivera,Gajiwala,Senior Engineer,1987-11-09,1991-12-15
226677,Urs,Karcich,Staff,1995-08-05,9999-01-01
226687,Zeljko,Waschkowski,Senior Staff,2000-02-04,9999-01-01
226688,Arun,Norsworthy,Senior Staff,1996-01-02,9999-01-01
226741,Shahab,Gajiwala,Engineer,1987-10-27,1996-10-26
226752,Rajmohan,Luit,Engineer,1989-06-12,1994-06-12
226764,Gonzalo,Gente,Engineer,1991-01-12,1994-06-11
226776,Mayumi,Pehl,Senior Staff,1992-03-16,9999-01-01
226792,Siamak,Shackel,Senior Engineer,1995-02-08,9999-01-01
226794,Uma,Highland,Senior Staff,2001-11-06,9999-01-01
226796,Aksel,Baar,Engineer,1987-10-22,1993-10-21
226814,Zhenbing,Pollock,Engineer,1987-10-31,1995-10-31
226815,Lena,Demke,Senior Staff,1996-08-18,9999-01-01
226817,Kenton,Eiron,Technique Leader,1994-05-23,9999-01-01
226837,Maik,Hopewell,Assistant Engineer,1998-10-29,9999-01-01
226852,Premsyl,Zockler,Engineer,1995-06-15,9999-01-01
226876,Shahab,Alameldin,Senior Staff,1996-06-13,9999-01-01
226905,Koldo,Barreiro,Senior Staff,1993-08-21,9999-01-01
226910,Kristen,Rosay,Senior Staff,1992-11-15,9999-01-01
226920,Jaewoo,Danley,Assistant Engineer,1992-04-05,2000-04-05
226954,Shushma,Pietrzykowski,Engineer,1999-10-16,9999-01-01
226997,Rosine,Renear,Staff,1994-07-03,1999-07-11
226998,Jacopo,Narwekar,Engineer,1992-08-29,1997-01-17
227000,Sumant,Cummings,Staff,1999-10-28,9999-01-01
227005,Xiaoqiu,Nitsche,Senior Staff,1993-07-29,1999-08-06
227015,Rance,Trogemann,Senior Engineer,1988-04-27,9999-01-01
227022,Sachin,Zlotek,Staff,1991-07-19,1995-05-22
227039,DAIDA,Perez,Engineer,1989-04-18,1996-04-18
227044,Nechama,Rodiger,Engineer,1996-01-02,2002-01-01
227054,Suvo,Barreiro,Staff,1992-01-12,1993-07-06
227058,Babette,Cannane,Senior Engineer,1996-01-12,1999-12-12
227059,Supot,Benzmuller,Engineer,1990-12-23,1997-12-23
227072,Bangqing,Botman,Staff,1996-08-28,2001-12-23
227087,Mana,Herath,Senior Staff,2001-02-16,9999-01-01
227134,Mohamadou,Nollmann,Senior Staff,1993-05-20,9999-01-01
227136,Sanjay,Felcyn,Engineer,1994-04-06,1999-04-06
227157,Perla,Swab,Engineer,1992-07-19,1999-07-20
227167,Shaowei,Miculan,Engineer,1996-09-06,2001-04-26
227173,Jasminko,Peternell,Senior Staff,2000-01-11,9999-01-01
227178,Juichirou,Gerteisen,Technique Leader,1998-10-07,1998-11-18
227199,Haldon,Gide,Engineer,1994-09-02,9999-01-01
227205,Leon,Demizu,Senior Engineer,1989-01-02,9999-01-01
227219,Zhanqiu,Coors,Senior Staff,2002-07-10,9999-01-01
227222,Badri,Honglei,Staff,1999-05-08,9999-01-01
227235,Boutros,Zykh,Staff,1996-10-28,9999-01-01
227276,Nobuyoshi,Zultner,Senior Staff,1985-06-14,9999-01-01
227281,Henk,Molenkamp,Senior Staff,1996-09-26,9999-01-01
227296,Oscal,Christ,Engineer,1988-05-11,1995-05-12
227297,Elliott,Ossenbruggen,Assistant Engineer,1992-10-21,1997-06-04
227322,Yuguang,Dayana,Engineer,1996-07-13,9999-01-01
227353,Aloys,Erez,Senior Staff,1994-08-28,9999-01-01
227357,Premsyl,Fairtlough,Senior Staff,2001-07-18,9999-01-01
227361,Kazuhito,Servieres,Senior Staff,1992-12-25,9999-01-01
227362,Erez,Pintelas,Senior Staff,1996-05-30,1998-12-26
227400,Martijn,Bahi,Senior Engineer,1990-01-13,9999-01-01
227423,Arunas,Baby,Engineer,1986-10-08,1993-10-08
227425,Magy,Jording,Engineer,1998-12-22,1999-03-08
227456,Mark,Bach,Senior Staff,2001-04-01,9999-01-01
227463,Zorica,Tsunoo,Engineer,1999-11-11,9999-01-01
227475,Kendra,Danner,Engineer,1987-04-13,1993-04-12
227482,Aamer,Cromarty,Staff,1997-07-25,9999-01-01
227506,Marsal,Schmezko,Engineer,1996-06-26,2001-06-26
227515,LiMin,Hardjono,Senior Staff,1998-03-22,9999-01-01
227518,Masoud,Dichev,Technique Leader,1985-09-22,9999-01-01
227531,Pranay,Varker,Engineer,1988-06-03,1993-06-03
227591,Byong,Genin,Senior Staff,1994-11-06,9999-01-01
227592,Mingsen,Karnin,Staff,1998-01-02,9999-01-01
227603,Poorav,Borovoy,Engineer,1987-02-16,1992-02-16
227611,Brendon,Danlos,Senior Staff,1996-01-24,9999-01-01
227619,Yucel,Deyuan,Engineer,1999-07-22,9999-01-01
227620,Hongzhu,Bratten,Senior Engineer,1987-07-03,1992-12-27
227635,Danil,Kavraki,Staff,1994-10-30,1995-04-05
227643,Luise,Felcyn,Staff,1997-01-13,9999-01-01
227694,Paloma,Chandrasekhar,Senior Staff,1991-06-26,9999-01-01
227696,Moty,Portugali,Senior Engineer,1997-08-30,9999-01-01
227702,Zhonghua,Morrey,Senior Staff,1998-10-11,9999-01-01
227710,Stamatina,Douceur,Engineer,1987-01-22,1993-01-21
227713,Hilary,Ullian,Assistant Engineer,1985-04-25,1990-04-25
227714,Luigi,Peternell,Staff,1999-02-04,9999-01-01
227726,Alejandro,Trystram,Senior Staff,1985-09-30,9999-01-01
227734,Danny,Barreiro,Engineer,1996-06-28,2001-06-28
227736,Mingzeng,Detkin,Senior Staff,1992-07-16,9999-01-01
227750,Shigeichiro,Bage,Senior Engineer,1995-12-26,2002-05-10
227757,Jamaludin,Smeets,Senior Staff,2002-04-24,9999-01-01
227793,Mostafa,Cangellaris,Engineer,1997-10-25,2002-03-02
227808,Xiaoheng,Babb,Senior Staff,1992-06-28,9999-01-01
227815,Alejandra,Rijsenbrij,Senior Staff,1991-08-04,9999-01-01
227819,Luerbio,Lichtner,Engineer,1996-06-16,9999-01-01
227827,Dinah,Schusler,Senior Staff,1994-02-23,9999-01-01
227846,Tru,Steinauer,Senior Engineer,1990-01-24,9999-01-01
227850,Visit,Andreotta,Senior Engineer,1988-02-20,9999-01-01
227864,Tuval,Soicher,Staff,1996-09-18,9999-01-01
227877,Leszek,Tsukune,Staff,1998-05-31,9999-01-01
227888,Genta,Salvesen,Staff,1998-06-07,9999-01-01
227894,Lijia,Kulisch,Assistant Engineer,1989-06-10,1998-06-10
227903,Genki,Willoner,Assistant Engineer,1998-11-24,9999-01-01
227910,Saniya,Alencar,Staff,1997-06-04,9999-01-01
227925,Ulises,Sgarro,Senior Staff,1993-09-11,9999-01-01
227937,Wilmer,Seuren,Engineer,1995-09-20,9999-01-01
227956,Maria,Braunmuhl,Senior Staff,1994-05-07,1998-10-16
227967,Collette,Budinsky,Engineer,1994-09-11,9999-01-01
227969,Falguni,Mandell,Staff,1999-10-19,9999-01-01
228005,Mitsuyuki,Gulik,Engineer,1992-08-29,1995-05-07
228008,Guozhong,Melski,Senior Engineer,1993-08-14,9999-01-01
228023,Hidefumi,Denna,Assistant Engineer,1988-12-21,1995-12-22
228033,Kensyu,Garrabrants,Technique Leader,1997-07-03,9999-01-01
228037,Muneo,Bratsberg,Assistant Engineer,1993-12-16,1999-12-16
228046,Abdelwaheb,Hambrick,Staff,1989-02-01,1992-02-21
228047,Mara,Makinen,Staff,1997-07-11,1998-02-13
228056,Chinya,Debuse,Engineer,1994-11-11,1999-11-11
228065,Mariusz,McFarlan,Senior Staff,1996-09-07,9999-01-01
228070,Yoshinari,DeMori,Senior Staff,2000-11-18,9999-01-01
228100,Heon,Litzler,Senior Staff,1995-02-10,9999-01-01
228112,Goncalo,Uhrig,Engineer,1992-12-24,2000-12-24
228122,Sugwoo,Kaltofen,Engineer,1999-10-26,9999-01-01
228167,Badri,Wilharm,Staff,1991-05-14,1999-01-15
228173,Heng,Heyers,Engineer,1993-06-24,2002-06-24
228192,IEEE,Stroustrup,Engineer,1989-07-26,1997-07-26
228194,Basant,Mondadori,Staff,1994-10-27,9999-01-01
228205,Vincent,Dichev,Staff,1994-11-23,9999-01-01
228237,Chanjung,Vakili,Engineer,1988-05-02,1993-05-02
228257,Yuqun,Malabarba,Senior Staff,1999-07-01,9999-01-01
228259,Stella,Thambidurai,Senior Staff,1994-05-25,9999-01-01
228264,Tru,Sanella,Senior Staff,1998-05-27,9999-01-01
228266,Vishv,Nilsson,Senior Staff,1996-08-24,9999-01-01
228267,Guttorm,Merli,Senior Staff,1994-08-26,9999-01-01
228269,Aluzio,Varman,Senior Staff,1995-08-07,9999-01-01
228282,Filipp,Rijsenbrij,Staff,1998-03-22,2002-01-25
228284,Along,Ressouche,Engineer,1988-09-13,1997-09-13
228285,Weiwu,Pollock,Assistant Engineer,1988-04-20,1995-04-21
228311,Spyrose,Koyama,Staff,1999-07-28,9999-01-01
228314,Dinkar,Pezzoli,Engineer,1999-04-26,9999-01-01
228341,Aral,Leivant,Engineer,1998-09-26,9999-01-01
228358,Goetz,Molenaar,Senior Engineer,1985-06-03,9999-01-01
228368,Mario,Remmers,Engineer,1986-10-21,1991-10-21
228417,Martial,Biran,Engineer,1991-08-29,1997-08-28
228426,Nimmagadda,Cappelletti,Technique Leader,1986-09-24,1989-10-07
228430,Zhiguo,Koshino,Engineer,1992-07-11,1999-07-12
228454,Hideo,Varman,Engineer,1989-06-17,1995-06-17
228473,Sailaja,Kroon,Technique Leader,1994-11-04,9999-01-01
228476,Yuuichi,Mapelli,Senior Staff,1999-11-08,9999-01-01
228518,Arch,Emmart,Senior Staff,1996-01-13,9999-01-01
228519,Lihong,Porotnikoff,Engineer,1989-07-21,1997-07-21
228526,Katsuyuki,Zucker,Engineer,1990-05-24,1996-05-23
228542,Mack,Quadeer,Staff,1999-06-24,9999-01-01
228548,Khosrow,Mundy,Staff,1986-04-19,1991-01-07
228573,Danai,Pesch,Senior Staff,2002-06-20,9999-01-01
228617,Siddarth,Hockney,Engineer,1991-03-22,1997-03-21
228654,Sudharsan,Chachaty,Senior Staff,2000-01-13,9999-01-01
228669,Morris,Peyn,Senior Staff,1993-04-26,2002-07-24
228685,Peer,Zolotykh,Senior Staff,2002-03-04,9999-01-01
228745,Masami,Broder,Staff,1998-08-30,9999-01-01
228767,Hairong,Ohori,Senior Staff,2002-01-18,9999-01-01
228774,Xinan,Klyachko,Engineer,1989-02-05,1995-02-05
228778,Yoshinari,Rettelbach,Senior Staff,1995-08-31,9999-01-01
228790,Djenana,Felder,Engineer,1986-06-27,1995-06-27
228800,Serge,Portugali,Engineer,1994-04-17,9999-01-01
228807,Poornachandra,Shanbhogue,Senior Staff,2001-09-03,9999-01-01
228824,Shan,Schnelling,Engineer,1995-06-14,2000-06-13
228829,Guiseppe,Lagarias,Engineer,1992-09-02,2000-09-02
228853,Mayumi,Basawa,Engineer,1999-11-04,9999-01-01
228891,Jeanna,Munawer,Staff,1999-03-27,2002-02-23
228912,Sariel,Janetzko,Senior Staff,2002-07-07,9999-01-01
228929,Pascal,Borovoy,Engineer,1988-10-15,1993-10-15
228935,Zsolt,Biros,Engineer,1996-12-24,1998-09-26
228952,Chiradeep,Quadeer,Senior Staff,1996-07-18,9999-01-01
228954,Elgin,Hooghiemstra,Engineer,1993-09-30,1999-09-30
228967,Mario,Rodiger,Staff,1999-03-14,9999-01-01
228980,Shichao,Eugenio,Staff,1998-04-30,9999-01-01
228991,Hairong,Conde,Senior Engineer,1998-07-12,9999-01-01
229023,Xuejun,Giaccio,Engineer,1993-06-27,2002-06-27
229044,Theron,Cappello,Staff,1998-11-05,9999-01-01
229051,Malu,Casperson,Engineer,1990-01-21,1992-09-02
229072,Evgueni,Serot,Engineer,1993-12-27,9999-01-01
229092,Fumiya,Morrin,Assistant Engineer,1992-07-10,1998-07-10
229149,Chanjung,Bashian,Senior Staff,1998-10-08,9999-01-01
229150,Piyawadee,Munos,Senior Staff,1999-04-25,9999-01-01
229163,Susuma,Wroclawski,Senior Staff,1993-03-11,9999-01-01
229173,Jayesh,Farrel,Staff,1998-07-27,2000-05-06
229180,Miquel,Magliocco,Staff,1996-09-28,9999-01-01
229182,Georg,Bail,Technique Leader,1988-04-05,9999-01-01
229212,Xiping,Schlegelmilch,Engineer,1999-04-24,9999-01-01
229240,Sachar,Kugler,Senior Engineer,1988-12-21,9999-01-01
229249,Debatosh,Sgarro,Engineer,1992-07-15,1999-07-16
229267,Marit,Kaelbling,Staff,2000-01-24,9999-01-01
229271,Kiyokazu,Schapiro,Senior Staff,1995-09-07,9999-01-01
229276,Jiann,Gihr,Staff,1998-02-02,9999-01-01
